,Unnamed: 0,class,question,sub_class,pos,ner
15,15,LOC,Que extension U.S.¿declare alardea de la mayor parte de aeropuertos?,state,"['SCONJ', 'NOUN', 'PROPN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', 'MISC', '', '', '', '', '', '', '', '']"
16,16,DESC,¿Trato de constitucion con?,desc,"['PROPN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PUNCT']","['MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '', 'MISC', '', '', '', '']"
17,17,NUM,¿Cuantos Judios fueron ejecutados en campos de concentracion durante WWII?,count,"['PUNCT', 'DET', 'PROPN', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', 'ORG', 'ORG', '', '', '', '', '', '', '', 'MISC', '']"
18,18,DESC,¿Cuales son Uñas de Nueve pulgadas?,def,"['PUNCT', 'PRON', 'AUX', 'PROPN', 'ADP', 'PROPN', 'ADJ', 'PUNCT']","['', '', '', 'LOC', '', 'LOC', '', '']"
19,19,DESC,¿Cual es una bibliografia anotada?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '']"
20,20,NUM,¿Cual es la fecha de Dia de San Esteban?,date,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'PER', 'PER', 'PER', 'PER', '']"
21,21,ENTY,¿Que prendas de vestir son señales en el Monopolio?,other,"['PUNCT', 'SCONJ', 'NOUN', 'ADP', 'VERB', 'AUX', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'MISC', 'MISC']"
22,22,HUM,El nombre 11 martires famosos,ind,"['DET', 'NOUN', 'NUM', 'NOUN', 'ADJ']","['', '', '', '', '']"
23,23,DESC,¿Que 's el lema Olimpico?,desc,"['PUNCT', 'SCONJ', 'SYM', 'CONJ', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'MISC', '']"
24,24,DESC,¿Cual es el origen del nombre 'Scarlett'?,desc,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'SYM', 'PROPN', 'SYM', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC']"
25,25,ENTY,¿Que 's la segunda vocal mas usada en ingles?,letter,"['PUNCT', 'SCONJ', 'SYM', 'CONJ', 'DET', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'ADP', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
26,26,HUM,¿Quien era el inventor de la masilla tonta?,ind,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
27,27,LOC,¿Cual es la cascada mas alta en los Estados Unidos?,other,"['PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
28,28,ENTY,Llame un campo de golf en la Playa de Mirto,other,"['VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN']","['MISC', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC']"
29,29,LOC,¿Que dos estados encierran la Bahia Chesapeake?,state,"['PUNCT', 'SCONJ', 'NUM', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'MISC', 'MISC', 'MISC']"
30,30,ABBR,¿Que significa el SIDA de abreviatura?,exp,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'PROPN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
31,31,ENTY,¿Que colecciona un spermologer?,other,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
32,32,NUM,¿Cuantos puntos arreglan fivepin perfecto que lanza el resultado?,count,"['PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', '']"
33,33,HUM,¿Que compañia que fabrica el hardware de videojuego vende el sistema s&250;per?,gr,"['PUNCT', 'SCONJ', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
34,34,NUM,¿Cuantos naipes de Fondo para Beneficencia Social estan alli en el Monopolio?,count,"['PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']","['ORG', 'ORG', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '', '', '', '', 'MISC', 'MISC']"
35,35,DESC,¿Que creen los mormones?,desc,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
36,36,NUM,¿Cuando vivio el hombre neanderthal?,date,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '']"
37,37,ENTY,¿En que la religion era Isis la diosa de naturaleza?,religion,"['PUNCT', 'ADP', 'SCONJ', 'DET', 'NOUN', 'AUX', 'PROPN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', '', 'PER', '', '', '', '', '']"
38,38,LOC,¿Donde hacen las aventuras de la Familia suiza Robinson ocurre?,other,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADJ', 'PROPN', 'VERB', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'LOC', '', 'LOC', '', '']"
39,39,ENTY,¿Que pariente del mapache es a veces conocido como el oso del gato?,animal,"['PUNCT', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'AUX', 'ADP', 'NOUN', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
40,40,DESC,¿Como puedo registrar mi sitio Web en Yahoo gratis?,manner,"['PUNCT', 'SCONJ', 'AUX', 'VERB', 'DET', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'MISC', '', 'LOC', '', '']"
41,41,ENTY,Lo que era Coronel en efectivo y consciente Edwin L.¿Pato el primer para perforar?,other,"['DET', 'PRON', 'AUX', 'PROPN', 'ADP', 'ADJ', 'CONJ', 'ADJ', 'PROPN', 'PROPN', 'DET', 'ADJ', 'ADP', 'VERB', 'PUNCT']","['', '', '', 'PER', '', '', '', '', 'PER', 'PER', '', '', '', '', '']"
42,42,NUM,¿Cuanta gente en el mundo dicehabla el frances?,count,"['PUNCT', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
43,43,NUM,¿Cuantas pulgadas mas de seis pies es Venus de Milo?,count,"['PUNCT', 'NOUN', 'ADJ', 'ADV', 'ADP', 'NUM', 'NOUN', 'AUX', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'ORG', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
44,44,DESC,¿Como encuentran ellos o eligen a testigos de una ejecucion?,manner,"['PUNCT', 'SCONJ', 'VERB', 'PRON', 'CONJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', '', '', '', '', '', '', '', '']"
45,45,HUM,¿Que estrella de vaquero de los años 1920 monto a Tony el Caballo de Maravilla?,ind,"['PUNCT', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'PER', 'PER', 'PER', 'PER', 'PER', '']"
46,46,ENTY,¿Que coctel inspiro a John Doxat a escribir el libro Movido - No Sacudido?,food,"['PUNCT', 'SCONJ', 'VERB', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'ADV', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
47,47,HUM,¿Que ISPs existen en el Caribe?,gr,"['PUNCT', 'SCONJ', 'PROPN', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', 'MISC', '', '', '', 'LOC', '']"
48,48,DESC,¿Como invita usted a salir a un forastero total en una fecha?,manner,"['PUNCT', 'SCONJ', 'VERB', 'PRON', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
49,49,ENTY,¿Con que el arma es el caracter mitologico Apolo el mas muy competente?,other,"['PUNCT', 'ADP', 'SCONJ', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADJ', 'PROPN', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', '', '', '', '', 'PER', '', '', '', '', '']"
50,50,LOC,¿A que pais las Islas de Galapagos pertenecen?,country,"['PUNCT', 'ADP', 'SCONJ', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'VERB', 'PUNCT']","['MISC', 'MISC', '', '', '', 'LOC', 'LOC', 'LOC', '', '']"
51,51,DESC,¿Cual es la etologia?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '']"
52,52,HUM,¿Quien era el profeta de la gente Musulmana?,ind,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', 'LOC', '']"
53,53,DESC,¿Donde hizo el termino 86ed vienen de?,desc,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'NUM', 'VERB', 'ADP', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '']"
54,54,HUM,¿Quien es Entrometido 's el enemigo mortal?,ind,"['PUNCT', 'PRON', 'AUX', 'PROPN', 'SYM', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', 'LOC', '', '', '', '', '', '']"
55,55,DESC,¿Cual es la naturaleza de aprendizaje?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '']"
56,56,ENTY,¿Que 's el &250;nico color Johnny Cash lleva puesto en la etapaescena?,color,"['PUNCT', 'SCONJ', 'SYM', 'CONJ', 'DET', 'PROPN', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', 'PER', 'PER', '', '', '', '', '', '']"
57,57,ENTY,¿Que 's el termino para un zorro joven?,termeq,"['PUNCT', 'SCONJ', 'SYM', 'CONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
58,58,LOC,Que U.S.¿el estado vivio bajo seis banderas?,state,"['SCONJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
59,59,DESC,¿Cual es la cuestion de Cachemira?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', '']"
60,60,LOC,¿Donde esta el Lazo?,other,"['PUNCT', 'PRON', 'PRON', 'DET', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', 'MISC', '']"
61,61,DESC,¿Que hace la definicion ampliada media y como escribiria uno un papel en ello?,def,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADJ', 'CONJ', 'SCONJ', 'ADJ', 'PRON', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
62,62,LOC,¿Que pais 's capital es Tirana?,country,"['PUNCT', 'SCONJ', 'VERB', 'SYM', 'ADP', 'ADJ', 'AUX', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '']"
63,63,DESC,¿Cual es el titanio?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '']"
64,64,HUM,¿De quien viven al lado Hierba y Muchacha?,ind,"['PUNCT', 'ADP', 'PRON', 'VERB', 'ADP', 'NOUN', 'PROPN', 'CONJ', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'MISC', '', 'MISC', 'MISC']"
65,65,LOC,¿Que ciudad tiene la relacion mas vieja como un sister&209;&8364;city con Los &193;ngeles?,city,"['PUNCT', 'SCONJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NUM', 'PUNCT']","['', 'LOC', 'LOC', '', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC']"
66,66,DESC,¿Cual es una caldera?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '']"
67,67,DESC,¿Por que consigue la gente callos?,reason,"['PUNCT', 'ADP', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '']"
68,68,LOC,¿Cuales son los nombres de las atracciones turisticas en Reims?,other,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '', 'LOC', '']"
69,69,DESC,¿Cual es Cushman y Wakefield conocido para?,reason,"['PUNCT', 'PRON', 'AUX', 'PROPN', 'CONJ', 'PROPN', 'ADJ', 'ADP', 'PUNCT']","['MISC', 'MISC', '', 'PER', '', 'PER', '', '', '']"
70,70,LOC,¿En que cuerpo del agua fluye el Rio de Danubio?,other,"['PUNCT', 'ADP', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
71,71,HUM,¿Quien es el fundador de Scientology?,ind,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'MISC', '']"
72,72,ENTY,¿Que hace Musca seis pies domestica se hacen cuando esto entra en una casa?,other,"['PUNCT', 'SCONJ', 'VERB', 'PROPN', 'NUM', 'NOUN', 'ADJ', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '', '', '', '', '', '', '', '', '', '', '', '']"
73,73,DESC,¿Cual es la historia de monopatinaje?,desc,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '']"
74,74,HUM,¿Quien estrellado en Canto en la Lluvia y la Monja Cantante?,ind,"['PUNCT', 'PRON', 'ADJ', 'ADP', 'PROPN', 'ADP', 'DET', 'PROPN', 'CONJ', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '', '', 'MISC', 'MISC', '']"
75,75,DESC,¿Como hago ladrillos de combustible del periodico reciclado?,manner,"['PUNCT', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '', '', '', '']"
76,76,HUM,¿Que pintor del 19o siglo murio en las Islas Marquesas?,ind,"['PUNCT', 'SCONJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC']"
77,77,ENTY,¿La recopilacion callosum esta en que la parte del cuerpo?,body,"['PUNCT', 'DET', 'NOUN', 'VERB', 'DET', 'ADP', 'PRON', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', 'MISC', 'MISC', '', '', '', '', '', '', '', '', '']"
78,78,DESC,Como hacen me conecto a la pagina de inicio en la Oficina central U.S.¿Orden europea?,manner,"['SCONJ', 'VERB', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADJ', 'PROPN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', 'LOC', '', 'ORG', '', '']"
79,79,LOC,"Que pais hizo a los Nazis ocupan para 1, CD NNS EN NNP NNP NNP",country,"['SCONJ', 'VERB', 'VERB', 'ADP', 'DET', 'PROPN', 'VERB', 'ADP', 'NUM', 'PUNCT', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN']","['', '', '', '', 'ORG', 'ORG', '', '', '', '', 'ORG', 'ORG', '', 'MISC', 'MISC', '']"
80,80,ENTY,¿Cual es Nebraska 's el recurso mas valioso?,other,"['PUNCT', 'PRON', 'AUX', 'PROPN', 'SYM', 'CONJ', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT']","['LOC', 'LOC', '', 'LOC', '', '', '', '', '', '', '']"
81,81,NUM,¿Cuantas especies del Gran tiburon Blanco estan alli?,count,"['PUNCT', 'DET', 'NOUN', 'ADP', 'ADJ', 'VERB', 'PROPN', 'VERB', 'VERB', 'PUNCT']","['', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC', 'LOC', '', '', '']"
82,82,DESC,¿Cual es el origen de piojos principales?,desc,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '']"
83,83,LOC,¿Cual es el apodo para el estado de Misisipi?,state,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'LOC', '']"
84,84,ENTY,¿Que el primer era la ave domesticada?,animal,"['PUNCT', 'SCONJ', 'DET', 'ADJ', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
85,85,NUM,¿Cuantos villi son encontrados en el intestino delgado?,count,"['PUNCT', 'DET', 'VERB', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
86,86,LOC,¿Que pais goberno el Rey Wenceslas?,country,"['PUNCT', 'SCONJ', 'AUX', 'ADJ', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'MISC', 'MISC', '']"
87,87,ENTY,¿Cual es un miedo de sombras?,dismed,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '']"
88,88,HUM,¿Quienes eran los cinco hermanos Marx?,ind,"['PUNCT', 'PRON', 'AUX', 'DET', 'NUM', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'PER', 'PER', '']"
89,89,NUM,¿En cual año fue excluida la Nueva Zelanda de la alianza ANZUS?,date,"['PUNCT', 'ADP', 'PRON', 'NOUN', 'AUX', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', 'LOC', '', '', '', 'MISC', '']"
90,90,NUM,¿Cuando comenzo la CNN a transmitir?,date,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'PROPN', 'ADP', 'VERB', 'PUNCT']","['', '', '', '', 'ORG', '', '', '']"
91,91,DESC,¿Que hace que el cuerpo tiemble en temperaturas frias?,reason,"['PUNCT', 'SCONJ', 'VERB', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
92,92,DESC,¿Cual es oso y mercados alcistas?,def,"['PUNCT', 'PRON', 'AUX', 'NOUN', 'CONJ', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '']"
93,93,ENTY,Que J.R.R.¿El libro de Tolkien presenta Bilbo Baggins como el caracter central?,cremat,"['SCONJ', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', 'PER', '', 'PER', 'PER', '', '', '', '', '']"
94,94,DESC,¿Cual es el punto de rocio?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '']"
95,95,DESC,¿Cual es el sentido de Jes&250;s?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'PER', '']"
96,96,HUM,¿Que compañia 's logotipo es un W en un circulo?,gr,"['PUNCT', 'SCONJ', 'NOUN', 'SYM', 'CONJ', 'ADJ', 'AUX', 'DET', 'PROPN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', '', '', '', '']"
97,97,DESC,¿Cual es la definicion de una cascada?,def,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '']"
98,98,NUM,¿Cuando prosperaron la pintura Rococo y la arquitectura?,date,"['PUNCT', 'SCONJ', 'VERB', 'DET', 'NOUN', 'PROPN', 'CONJ', 'DET', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'MISC', '', '', '', '']"
