2842800	2840028	17631900	11632800	18753700	13543700	13501200	18913600	14341100	12313400	17891000	15412200
82100	80021	11480800	16440700	10422900	17631600	13020300	13343000	10980500	17571200	18472400	17433500
2851000	2850010	16350100	18853500	19443600	13953900	18213200	15472900	10023900	12053600	14991400	11330400
2752700	2750027	17092000	11372300	17761400	16760400	18623600	10663800	15381200	13262100	14881500	11750500
1220800	1220008	11570600	12961700	13480700	11583100	17262200	16942800	18172600	19513000	13953900	12330900
32800	30028	15030600	11420800	16872600	17093400	13962800	11690600	13880300	19631600	17321400	15651500
2760900	2760009	17243600	11413500	16741000	10852300	11453700	11570600	10413800	13953200	14353800	12403800
682700	680027	13962800	11202400	14344000	15390800	19450200	18041800	16790500	17023700	18763300	19500800
1032400	1030024	10820200	15580600	17962000	17242000	14452300	11142500	17262200	17602600	17520700	14641900
1153100	1150031	11040500	17262200	14811900	17391700	10893900	11581400	17243600	10181300	12641300	17391800
1040600	1040006	13460600	14093000	11142200	14891700	16301100	13111200	15824000	17333200	10921400	10571800
1163300	1160033	13353300	14431800	13741300	14073900	12562800	11093300	12541000	13640500	11643800	19070300
1253600	1250036	17242000	15501400	11791100	17992900	13552300	16743600	18642500	11323300	17612900	19722300
2793700	2790037	17950500	18993900	11570600	11393700	10042500	13763700	15560700	14983900	19230300	14251900
1040400	1040004	17141500	15410800	11570600	11350900	13962800	13464000	13543700	13700900	13472100	11921800
1261800	1260018	17213600	10211000	16880100	19100900	10743100	15281900	12802100	13453700	13953900	18361700
1163500	1160035	17492000	11332500	17553400	10703300	12123500	18903200	15430900	15292400	14731000	19744000
41200	40012	14591800	10290500	14621400	14361200	10881300	15231900	11611300	10641900	14492100	11112800
2400500	2400005	11950400	11142100	16352000	10821800	13953900	14020500	14192600	16593900	10363000	13830500
663800	660038	13962800	11863700	12632400	15851700	15013500	13953900	19121500	19700100	11142100	17223800
2801000	2800010	14463900	19482000	16421800	14344000	14241200	16760400	16222900	12292200	13953900	14812800
672000	670020	14154000	18290700	13540500	16120300	15853700	12292300	17360700	14430400	10923400	17311000
1033600	1030036	16870200	13621500	11051100	16060600	13543100	11883000	12353800	12053900	12200300	17232700
680200	680002	12622700	10641700	16932800	13623500	14122500	13562600	17232700	13313800	13023400	17383500
20013100	20010031	11142200	16541200	11211600	10553900	18210400	13621700	15782700	16421800	15370100	10561000
1810700	1810007	18033800	12593400	13960600	18544000	16711500	19871200	17122900	14701900	16913800	15362100
74000	70040	12932600	16513100	18391100	16222900	10613300	16382700	18950300	19401900	15123500	18623600
2842900	2840029	19323900	17622200	10602100	18901600	16771100	19502700	14430100	19252900	14402700	10930100
2851100	2850011	14951000	15822000	11142200	13962800	12792700	15333000	18540700	10033700	18272500	18903200
2752800	2750028	17190400	15831700	16490800	18040200	13262000	12843200	10421400	13953200	11591500	13542200
2711600	2710016	16182500	11271200	14372100	10872400	13040700	12332800	17612800	11491700	11472500	18123600
2761000	2760010	16282100	14423800	14213700	10200200	15942500	18912800	10333300	18244000	11572000	18083700
1041800	1040018	12350300	14371300	13142800	13560600	17523400	19690200	13503900	11751100	11603100	14073900
622900	620029	10990600	17232700	13663400	13652900	15292500	11651500	14990900	13953900	11291000	12341100
1071500	1070015	17033000	10181400	13953900	17622900	18283800	18161500	17243600	15522000	18260700	12082900
1040700	1040007	17862700	11951900	13962800	18621100	15430900	16742900	15233300	11573900	10602600	15362900
703200	700032	14373600	13380500	14423800	11301800	18130900	18722400	13540300	13262100	17853900	15553500
1253700	1250037	15530200	11041100	10012000	16762500	16642800	13953900	14423800	10663900	17631800	16293600
2793800	2790038	10192000	15950400	12403800	14193900	13962800	12872600	16743400	18813100	16460200	17562200
1250700	1250007	15153900	17141600	12713400	17713700	11512400	11281700	11142500	18312800	11621200	15404000
81300	80013	10350700	17141600	10420500	10142300	19090700	16011400	13130800	16051600	15452100	15961700
33100	30031	14423700	10913200	16961800	13953900	17212700	11223600	14702100	16903800	13851700	11542000
2802000	2800020	17422000	11963300	12870400	11323300	11142200	10921300	16302400	17230100	18462300	11151600
1081400	1080014	18982100	13962800	14423700	15824000	11860200	11851700	18933000	19294000	13953900	18221700
41300	40013	12891700	16150900	15833300	10391100	18492900	15362900	15740100	19110100	10151700	18773000
2400600	2400006	12012400	17612900	10183900	10651400	16422800	17122900	18623600	13623700	18243100	13331500
82000	80020	17141400	19971100	10572200	12352500	14352400	18810900	10391600	12232300	16440800	16111300
663900	660039	10661200	13460300	11922000	14522000	19951700	13962800	17230400	13932700	17233200	17411100
1152400	1150024	16203300	15030500	12253300	12891300	13601700	12361300	11780800	18040300	15513000	17141600
672100	670021	14870300	16590800	17151700	11142900	19892900	19340600	12491600	19391100	13962800	11860200
2723900	2720039	17792200	13581000	17243700	17262200	18361900	19113600	19271700	17961900	17750700	18840200
680300	680003	13350500	17122900	10170400	15693200	11692100	13111400	14073900	18001500	14290200	12590400
1810800	1810008	10450900	13803900	17711100	14263100	14132900	13971600	14590800	17242000	15312200	17632200
2812400	2810024	12300700	19423700	18361700	17310900	17422100	17921500	17141500	16550700	11031800	17033100
1240900	1240009	17233200	11111200	13830100	14080200	10032500	17523400	11301800	18903200	17643600	10182500
82300	80023	16981600	17633400	13262100	14901700	16841700	15641200	10733500	14310900	18250600	18661600
2851200	2850012	16183300	19343400	13612300	11860800	13482500	18750100	16111300	13742100	19861700	16503900
2752900	2750029	16552700	12382200	10122300	16343500	19273000	15362800	15423700	11420400	16830900	11193000
1221000	1220010	14931400	16712200	12212600	17472300	14073900	13541900	11250600	13953900	18001300	18770900
2763500	2760035	16032100	15233900	19073000	14423800	14423700	13953900	11631800	10613200	11860200	17762200
2761100	2760011	18873000	14550100	16440100	18893300	16160300	12382300	15824000	16682500	11301900	17230100
1032600	1030026	14471700	11142100	10611200	19250700	15473700	13962800	12153000	14821100	13540300	11382800
1810500	1810005	11581100	10881200	14641700	15122900	19812500	13232100	12693200	17703900	12930200	10793000
631200	630012	12403800	17262200	16113300	19420800	17353100	13511600	17991200	11030600	11142200	16231200
2793900	2790039	17233200	17333900	12113400	11741200	12173600	14632400	12403800	17620400	14371100	14050500
1262000	1260020	14183000	17241600	13641100	16222900	13962800	11560900	13953900	13070200	18471300	17062000
2802100	2800021	16113600	10281800	10400800	15193100	13192100	13223600	15783200	11911100	15191000	10732500
41400	40014	15154000	13962400	10894000	15481300	14242200	14681000	13521400	11591300	17520800	16822500
621300	620013	12470100	18241300	11733900	18213000	13560500	12732700	11242300	17831300	11063500	13982300
1050500	1050005	17171000	13581900	10963200	12393000	12311800	12042500	11773700	19651500	18852500	10051700
2711200	2710012	11140700	11931400	16003300	13491700	13640400	12592500	15190800	18713100	13961900	13962800
2810300	2810003	14423700	18750100	18361700	14141200	15824000	14301300	17122900	11291500	12720900	14073900
1073600	1070036	14623800	17843400	11290900	10940500	12961900	18092500	15643200	16421800	13491400	18191800
672200	670022	13842700	15231400	15340300	18691500	16200900	14742000	19012800	18191500	14230900	11841200
2740300	2740003	17961900	12943300	17620200	17472300	10792800	16503900	11890100	12403800	15662700	16471400
1810200	1810002	17243600	18443800	12001700	19962700	15190700	18040300	17262200	16222900	11243400	12403800
680400	680004	12163600	14352000	18822600	17681000	16773300	12173000	19603000	16630400	16550700	11142100
1810900	1810009	15483300	19981100	11731400	11523400	13962800	16640900	18903200	14033000	15490700	12744000
2811300	2810013	13962200	13953900	19450700	19371600	14872800	19442500	13930900	12382400	19732800	13871000
2843100	2840031	15362700	13953900	14423800	16761400	11142100	18361700	14423700	11621600	12301100	12393000
82400	80024	14382200	11220500	16111300	18670400	10550700	16142400	15651600	17862800	11572000	17101900
2851300	2850013	19630700	19842200	11420100	11002000	16503900	10841800	14190500	19923400	17232700	13221200
2753000	2750030	11873100	17262200	13352100	14260700	17141400	10601400	19101500	18361700	12613200	17122900
1221100	1220011	12403800	10642800	17221900	19170700	11581100	14300700	12592500	11771600	12642800	11860200
633400	630034	13013400	17232700	17591900	11142900	13980200	17621900	19380800	10223000	19783600	13482300
2761200	2760012	17453100	14180100	12812000	10720400	16011100	11170100	11543200	12922200	13422100	11233300
50600	50006	16381300	15870400	17141400	10332700	13400500	11130400	11561700	16081700	19070300	15361700
1032700	1030027	16202400	10531700	16362000	16442700	15292400	16993200	13531700	16312200	16972500	11471000
1043200	1040032	13962800	16282300	16272900	16832300	19072000	12382700	13990600	14320500	15824000	14842600
631300	630013	19152000	18903200	18683000	16753200	15782600	10420800	19430500	15881900	14061300	10463600
1253900	1250039	13480800	18250300	14423800	11611500	16433500	16673200	16232400	11902600	15190200	16401100
2812100	2810021	10691200	15152500	16421800	13782400	17262200	13601700	13123000	13962800	16792800	15650400
2794000	2790040	19502400	11512400	17000100	16421800	16031500	17463000	14751400	10913400	11142200	14803500
2752600	2750026	11622200	17983300	13383300	18590400	18911800	14344000	10413700	13663000	11263000	19950200
1262100	1260021	11603700	18002100	16510700	19972800	13363300	19621100	13541900	17613500	13541300	11531400
2802200	2800022	15482200	10740100	13953900	11081400	14122700	11320600	19582800	16433700	14613300	18031600
23300	20033	17711600	12320800	16150700	19593600	14611200	10172500	13962800	10323300	10442000	12932600
41500	40015	11323300	15952100	17242000	11581000	15824000	12461800	17191500	17123000	17163500	16222900
91400	90014	15240900	17243600	13613700	17921900	11641000	11142200	14423800	14071100	18593600	11473500
2810400	2810004	15123600	18643200	16842600	13453700	11142100	18651100	17233200	15041000	12060800	13544000
1073700	1070037	12351800	17691800	15822900	18292600	14010400	11583100	13001700	13460600	18623600	12093800
672300	670023	10402200	10782100	15941700	18031500	11323700	13953900	18320300	18582100	12142700	12893600
641800	640018	19372600	12163600	11571200	11020500	12403800	12402200	13550700	18161800	13683500	18470800
680500	680005	10283700	11611300	17791000	14620800	14362500	16113300	18023900	18350300	14073900	12812900
1811000	1810010	17903600	18601700	14001800	13953400	13913900	11441600	13460500	11171700	13953900	12963500
2843200	2840032	17262200	18361700	13491400	11301000	19743100	16882100	13270700	19411100	17082300	13544000
2760800	2760008	11572000	12120400	15033500	10801700	10550900	15212100	17611800	17620300	19000800	13152200
1072600	1070026	17262200	18513400	16730800	16053300	15491700	12643200	15651000	12592000	11863100	18000400
2851400	2850014	19991700	13962800	17630300	18094000	12330200	17702300	14022100	10900600	13562600	18903200
31500	30015	13962800	17041200	18902000	13360500	18713600	17241600	17563700	18073900	17141600	15841900
90700	90007	16222900	16470600	15330200	12263000	15190700	13312900	15844000	11003100	16641400	18062800
20013800	20010038	18440800	18041800	11860200	14622900	17231400	14140600	17001900	11243000	17553600	12440600
1221200	1220012	14030500	11242100	11280400	11943300	13840800	16330800	13902500	11863100	13633200	19453700
2761300	2760013	13962800	12941600	13841100	10832900	14992600	11044000	14032500	15792700	19283000	11142100
2730300	2730003	16084000	13801100	11860200	11132300	13782000	13430600	15163500	19361900	12351100	12031300
1032800	1030028	16653800	10232500	19530600	18142300	11222800	10471400	19343700	12163600	18121400	15790500
1162000	1160020	17122900	11611300	17401800	15351000	18840200	16312400	11512400	17141500	12853300	17800800
1041000	1040010	17233200	10770400	12292300	16072000	16084000	17320700	11192700	15361700	10171400	15323300
2733500	2730035	12342900	13953900	17122900	10712400	13120800	14100600	17373500	18252100	11010300	12403800
1254000	1250040	17160200	18403400	13323800	11612300	17983300	13762500	11860200	16761700	13011200	19930300
33400	30034	14362000	19031100	10792800	10220500	14983900	14290300	13962800	14482500	14421000	11142100
2802300	2800023	15451400	18000100	14073900	10341300	13962800	13603300	14272200	18470300	14693100	15121000
673900	670039	13071800	10172300	17262200	13962800	18361700	11772100	11352200	19521800	14362700	13703500
41600	40016	11142100	11581400	18770300	10840700	16552000	11454000	12403800	11643300	17272500	12213600
2400900	2400009	17003000	17603500	11142200	11560900	13771700	14703600	11960500	19243400	14551300	14770900
2712200	2710022	17741400	15963100	18000700	12872300	14513200	13962800	10400800	11690600	13332500	18083900
622700	620027	18041800	17032400	11220500	12611200	10183900	12911700	15302600	10642000	10431900	14002600
672400	670024	10460700	10862400	18190900	10461300	14282900	13261100	11301800	11962800	13962800	18070800
70600	70006	13720100	11342400	16101600	18352300	11142500	11760400	17120200	14073900	12872600	15051200
2810500	2810005	18623600	15861600	14590400	17262200	17071700	17272800	17492800	14423700	11733100	11503300
680600	680006	13953900	15824000	14882400	12923200	14073900	16721500	13592300	12051700	11261300	14284000
2741700	2740017	16301500	13630700	18850500	17611200	18253100	14142600	15491600	10753200	17243600	16512300
1811100	1810011	11250700	12541000	12101600	10503700	13962800	12011800	16982500	15824000	11581400	16751100
12400	10024	11260100	11893900	15824000	17950600	10792400	13020900	10944000	14770500	13953900	17190600
2843300	2840033	13611300	11863100	15071900	13582700	10681200	17290900	17623700	19222800	19422100	17242000
82600	80026	12491500	11161600	14423700	11580900	13962800	11092800	14361100	13720100	18810700	11902500
2812700	2810027	12780900	13382100	13451800	14980800	16672900	16230200	13962800	12492100	12671800	13953900
1213100	1210031	14322100	14682000	11230900	12350500	13331000	11080900	10080600	17333900	15821600	13962800
2753200	2750032	14483100	14823300	18863300	13463900	14472500	13092300	19112100	19301600	13813900	13460400
1221300	1220013	18180300	11860200	16680100	11040800	10770400	19694000	19631400	10782100	17961900	12850700
2852800	2850028	13873200	11681700	14152400	15540400	17472300	12861100	19330900	19413300	14573100	16681700
2761400	2760014	15511100	13723600	17243600	11501400	18312700	12622300	17201900	16511600	11632800	13680400
1040500	1040005	16650500	14790500	13861800	16773000	15121600	18733100	19463100	12083200	14132600	17521400
1032900	1030029	13840800	11861400	11961500	11631200	18903200	13023200	18752300	13860300	16762600	17242000
1213900	1210039	17653000	10513300	11273200	10421700	13453400	13962800	13103600	13260900	14111800	17751100
1041100	1040011	13561100	18943800	19333000	18903200	15212100	15183300	13652100	16743700	19081500	14251500
670500	670005	14033400	17221800	16971600	17724000	12380400	17230400	17802000	11860200	10531000	18672300
33500	30035	12992500	11652300	14201100	19741600	19953300	17233200	10231400	17291800	17712500	16421800
2802400	2800024	11581400	19990700	11540900	10643600	12023600	13234000	18483300	11433100	13901900	19211600
91600	90016	17333000	18103200	16091800	12701200	11421500	19373500	10753900	19222200	15550500	13371600
41700	40017	16382600	17243600	12930200	10913900	10084000	18552000	10581800	11970300	17001100	13753400
22100	20021	17242000	19120500	19561600	15991700	14891600	10323100	14371100	13833600	18062300	11611300
2401000	2400010	12732100	13953900	11141200	18873000	11581600	18361400	15451200	19423800	17262200	13092400
2712300	2710023	16222400	11163800	10371600	16222900	19084000	14390100	17262200	16931500	11142500	16001300
12300	10023	17630100	10941900	16901300	18911700	13712800	16012200	16642800	17122900	10770500	19871100
2722600	2720026	17010400	14613600	18903200	17000200	13962800	11232900	12043000	14610400	12013800	18972700
2720500	2720005	11241600	10104000	19831600	14924000	15243800	12292300	17233200	12840800	13390300	11873900
680700	680007	13953900	17141600	10890100	17962500	11070900	18712500	14880600	14931500	17290400	18533000
1811200	1810012	17133000	17911700	13953900	10223000	17890800	17231400	15112200	13830100	17211300	10712800
643200	640032	17230400	17242300	12160800	12510200	13962800	10503700	15122000	12002600	13632300	13490100
2843400	2840034	13953900	13253600	17871000	19510200	11902300	16971800	17262200	17232700	16631300	19061000
82700	80027	17923900	16421800	15840100	17610100	19024000	14411500	10432300	10332100	11631400	17141400
2851600	2850016	17383600	15943800	13453900	10260500	17351200	16611700	19423600	16531400	11890500	12873200
611800	610018	13953900	13830100	14344000	11170400	13720100	19761100	18331100	15370600	14851600	19953300
90900	90009	17953500	13953900	15590400	13971100	14131600	14733900	19820100	19741100	13402300	13543000
1221400	1220014	10292700	12671400	11213500	10201100	10180500	16543300	10702500	14241500	11610700	13464000
32900	30029	18131200	15443900	14423700	15824000	13551800	18971300	10900300	18764000	14232900	17243600
2761500	2760015	17763500	18862500	16252000	14670900	16864000	13962800	17472300	18882800	17223300	10132300
2730800	2730008	14040600	10992400	11142100	19232600	12223400	16372500	16132800	15850700	19241300	11232500
1033000	1030030	14572600	15450500	13001400	17613900	18903200	19971400	16190100	11731400	11491000	15793200
1041200	1040012	11011700	15212100	17611000	15262800	19363900	13302800	10400800	15362100	13592000	11610700
2801800	2800018	19401700	12431900	14251100	12840800	19772400	13953900	15922700	10522800	15352100	11621500
1262400	1260024	13840300	12502800	13093800	18990600	18893400	10050200	12790600	14423700	12113900	16513200
2802500	2800025	17862800	11551900	13260900	11583900	17262200	10361800	15991800	10611100	15921000	15212100
670800	670008	13463100	13550100	14564000	17613700	17412500	17263600	15271600	15910400	14781500	17370300
2401100	2400011	18462200	11750600	15811800	11573900	11724000	11622200	14953900	15302300	10162400	12101400
2712400	2710024	16282200	16382100	17242000	10533400	15193900	13472200	16930100	16113300	19821100	19640900
672600	670026	11510100	13982300	18903200	15693300	11611300	17243600	18733100	17141400	18040300	16931400
680800	680008	12250100	17144000	18903200	17461200	18040500	19420200	17843300	10821800	15733200	13652900
20013200	20010032	13552400	14390100	14070600	18770300	16944000	13972800	18643100	17891000	19011900	13460400
1811300	1810013	18102600	14080300	19872300	18900600	10880100	17163500	13693500	19360400	11140600	17383100
2743100	2740031	17751700	16650900	15920800	15114000	13823500	13123100	13953900	18911400	13501700	12453300
2843500	2840035	11791800	15361700	10941800	19420400	11134000	15811800	19381000	13953900	12403800	13951800
82800	80028	18623600	17061000	19633900	11721100	17913200	12893300	18810900	11410700	13692900	13953900
1242600	1240026	11410900	14300900	16883100	11863100	18241700	12810900	11860200	18743700	10420800	19842700
2753400	2750034	19363100	11611800	13830700	16503900	15531600	18333600	15242600	15250600	14040300	17243600
91000	90010	13220600	15013000	14151000	10753200	14460900	15640900	11142100	17533900	13953900	13912000
1073300	1070033	14942000	15521900	15591500	17710500	19024000	19361900	10862800	17953400	13170900	17141400
1221500	1220015	11211300	13601700	17220200	14701700	11133100	13953900	12393600	11810300	15192500	13080900
1083600	1080036	14472200	12342600	12763500	11863100	10513000	15891100	18102500	16922600	12862500	15121900
2761600	2760016	12352900	11142100	16784000	18293900	14261000	10992400	11171300	11813700	11693900	10882600
2782700	2780027	13130400	16792100	15391800	12190400	15711000	15824000	13973600	14722500	17483500	18361700
623500	620035	11860200	12543700	16222900	17262200	13460400	13634000	14073900	17230100	16761900	15941500
1083000	1080030	16323300	17483400	18623600	16761700	11980600	12053300	12850700	16382600	16760100	14313400
631700	630017	11641200	15241600	17892400	10690600	13162600	13962800	17630300	17591500	17122900	18040300
2751300	2750013	12100500	19371800	14423700	11570600	19523800	19330400	18903800	12532500	14151700	10453900
33700	30037	10740100	15183500	16421800	14373500	17623300	13480500	13310500	13910400	19100700	11461700
2802600	2800026	12653300	11723500	14073900	19782200	19604000	15430900	18903200	17412400	11701100	10751900
1081500	1080015	11163700	16703300	13380600	13003600	18040200	18390700	13851200	13780700	15742100	10421400
41900	40019	13183200	17420700	16391100	13390200	12752400	11612200	18171400	19493700	13463100	18862800
2810800	2810008	10492800	11183200	14344000	13130800	17910700	17583400	19691100	10770400	19551400	18011500
2712500	2710025	18440900	11142900	16363000	17260200	14761200	12133500	18372800	12392500	14700500	18423700
652800	650028	11242300	15731000	16262200	14262600	14390100	15471400	13202800	16080500	11270400	15623000
1050100	1050001	19450100	17103900	19642100	11030100	10590100	18953600	14880500	11860200	17743200	18970500
672700	670027	17081300	10992400	16170300	13451700	14910800	13962800	16091900	15871700	17612900	15063700
2751000	2750010	13451700	15033700	13962800	10071700	11862300	12320800	10753200	14872600	15662700	10611400
61600	60016	12993100	15433400	10131400	13001700	15953400	11632800	14213500	12593500	14712200	12014000
22400	20024	11990100	14690500	19461000	16602800	11402100	16222900	11560700	17122900	18462900	17612200
680900	680009	14801100	11570600	11581000	11142200	17243600	19111400	19862700	16902400	13560900	12041700
1811400	1810014	12632900	15670700	17643500	14480400	16940900	15232700	16391700	17421700	10532100	14702600
1052700	1050027	11332500	13941700	19770900	12980300	13112400	10942600	16083000	11960200	16800200	11012700
2843600	2840036	14872300	13720100	15232200	11142900	12572800	18024000	14611900	11174000	17632000	10573000
30200	30002	16622000	12021200	17972300	16222900	13962800	15212100	14392800	13551300	11362800	18991000
82900	80029	19773200	18920300	12313100	11171300	12403800	16421800	17322100	17583400	15410600	13953900
2851800	2850018	16062100	16291700	15910200	13033700	11281600	15160100	19691800	15792000	12571200	19552200
2753500	2750035	11402900	19413300	17682100	15172700	17681300	12951700	11142100	15382600	10930400	19640400
1221600	1220016	17722900	15512000	12393600	16713400	15563700	19612000	13343500	12032500	14242200	15672000
2761700	2760017	14061800	16421800	11632300	14073900	12460300	16622700	12023800	12751900	10993200	15351000
1160700	1160007	12702700	12403800	16320700	10183900	13460400	16692800	18881700	17461400	12832900	19962700
643800	640038	14302400	19253100	10841900	14020400	18101400	17242400	19011100	17093300	19092300	14423800
623600	620036	18252500	16573000	16060100	11421100	16090800	17230100	10920400	13953900	17063100	10962000
631800	630018	12311300	14711200	16112100	12543700	15844000	16741200	14073100	19854000	18440900	17810100
1262600	1260026	18803000	10810500	17230100	18822000	13861900	15811500	12043200	10982500	19850900	13573900
2802700	2800027	12041900	11411600	11852700	14343800	17402000	16024000	17262200	12781100	16872300	15722500
1031000	1030010	14610200	11111600	18592100	18752900	14240600	10051300	13321700	10523100	11632600	11610800
2810900	2810009	18142900	17232700	14721600	17791800	13962800	17202200	18980900	13191800	12283000	14821000
50200	50002	18080500	12403800	14073900	17280800	17173300	18431400	14870500	10841900	11171200	19231100
660900	660009	17611200	12330600	18333600	10900200	15824000	12873200	16222900	14782600	15890800	13962800
2720800	2720008	11651500	11541500	14493300	13962800	12000800	18342000	12122200	16222900	10420500	17122900
692400	690024	12220800	12292500	19332200	17262200	10033700	10031200	11251200	16903500	11413600	14040600
681000	680010	14432700	16320700	17252300	19041200	15651200	17731300	18913200	18601400	11921700	14931400
1262200	1260022	16613600	11011600	11403300	19221600	18082000	10953200	10793000	11402600	12303400	14423700
1811500	1810015	16162000	13032200	14382800	10871200	11860200	13953900	13463100	12033300	13542300	17761400
2811400	2810014	13962800	15041100	17630600	18413500	12961800	15071300	14281600	18833400	13360900	10560400
2843700	2840037	13991000	15923100	15192500	16382700	17131600	17122900	10092400	15721200	13910800	18601400
1080800	1080008	19383200	17262200	14052500	11012200	11612300	14423700	10453000	10160900	18950200	18903200
83000	80030	11651500	12812900	19573400	15643200	16040200	17701700	18720700	14033000	18712000	16822900
2851900	2850019	15824000	16222900	10151500	12880200	19991900	15561500	16672800	14423700	18961300	15851500
91200	90012	13962800	17291600	16080600	19294000	18040200	19763200	14652600	10712800	16841900	16131700
1221700	1220017	18773400	16332200	12202700	11142100	14710700	12351100	17172400	15911700	18712200	19532900
2761800	2760018	18362200	10753200	16864000	10322600	17262200	19103900	19890300	13712900	10782900	17242000
50700	50007	18563100	19742900	19150900	13972600	18933900	18852700	11310600	17102400	11801100	11512700
1212600	1210026	12810900	13451800	12271100	13953900	15783700	17282300	18541500	17644000	16842900	11442600
671900	670019	15362000	17150300	16741200	17433900	13223500	14401400	18944000	11813000	14543900	11380300
1033300	1030033	18141900	13592700	15272600	15791500	19543100	17900700	19294000	17593100	11572000	10690500
633700	630037	14801300	11572000	14942400	19572000	14420100	17873800	19150100	13962800	19012600	18623600
631900	630019	19001700	19443400	12803200	13582400	13540100	11142900	18040700	18813100	16940900	10351800
640100	640001	10413200	10583500	18153800	13552300	17720600	12341800	10371600	11142900	14561400	19891900
1262700	1260027	13293900	11271800	14251900	19873900	11301800	19802600	19500900	16461300	14512500	15370300
2802800	2800028	13232000	12403800	17854000	18913300	18021900	16650600	16183700	16670100	10992400	14620800
42100	40021	10403600	13482600	18011500	11481600	17611000	11481400	10440300	10351500	12742900	16360800
2401400	2400014	17620700	10781600	11632800	15652000	11610700	12461400	12363200	12892600	11612300	17262200
2721300	2720013	11831300	17262200	19950900	19900200	12540100	18903200	12313400	16052200	13001700	11680700
2712700	2710027	18240400	17662900	18981500	16611100	11612300	17632200	18361700	19364000	11142100	15212100
13700	10037	18582400	14423800	16400600	17562200	15811800	13471300	11170100	18361700	11600300	13990600
1082500	1080025	10993300	17243600	18231600	11713200	13373200	18032000	17581400	19852300	10680900	11142200
1051500	1050015	15273300	15443900	14022100	16762000	14980200	19403500	12850700	15761600	16113300	12043600
681100	680011	11490300	13953900	17041900	17122900	18063100	10450300	11582300	14340400	11301800	17413500
1811600	1810016	10483700	13273300	11402400	19382800	14342800	17331000	19861500	12020900	13962800	16193300
2843800	2840038	17242000	16580700	10771200	13260900	14831300	10760100	11610700	14573200	10400500	10562700
83100	80031	11532200	19290300	14261800	11570600	11031400	12043900	19312800	16801200	15591700	13123000
700800	700008	11542000	13953900	17232700	19420400	13132900	10712300	12091700	12121400	10963900	15030700
