11052300	Where was Queen's final concert with Freddie Mercury held in 1986?
2801700	In addition to the Humvee, what other vehicle manufactured by AM General was Schwarzenegger first to own?
2800017	What is the other vehicle by AM General, apart from Humvee  had Schwarzenegger as its first owner?
17972900	In what year did the liquor industry once again become privatized?
15824000	Eusocial insects provide food for their offspring full-time or part-time?
11591300	Are large jungle cats part of the animal population of Burma ?
10063100	Whittington Park, Majestic Park, and Fogel Field were all built where?
12761600	What was one subject that Avicenna further developed?
18361700	Element used to provide support to the original signal are called?
16602200	With whom did Hayek share his 1974 award?
14333500	What are the two components in the Belgian political landscape?
19982800	When is the special pocket rocket" badge given to USAF personnel working in a missile system operation? "
19682200	Why did the attack by the Rus go so well on the coast at the start?
41000	What length is the course of study at the Notre Dame School of Architecture?
40010	Mention the length of the course of study at the Notre Dame School of Architecture
14033000	Does IRENE require the  ability to touch the media?
19773400	Of what nationality were most of the ministers of the Church of Tuvalu?
17741400	Where did the Cincinnati Red Stockings move after leaving Cincinnati?
10134000	What resolution encouraged Security Council Members to send military assistance to the Republic of Korea?
17622400	Do Venezuelans still come to America for the same reasons as they did before?
10980500	Were the Spanish able to police the backwoods settlements
17682900	Interstate 26 begins on what part of Charleston?
16930900	In what century did Christian thought begin to be influenced by the scholasticism of Aristotle?
19481500	Between what years was Georgian architecture in style?
14950700	What was Nasser's position in Egypt's society?
2400300	What was the Executive Council an alternate name for?
2400003	Give an alternate name for the Executive Council.
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
10402100	What type of Captain was Henry Every?
13044000	What rivers would the soviet union claim as their own during the invasion of poland?
18073100	What is the English name of Sulami's major work?
16910200	What did Hume think is a circular argument?
18933000	Do defending champtions get to play in the following year's Champions League if they don't have enough wins to qualify
11340900	Name one child from the union of Tony and Joan?
16894000	What does al-'aql al-hayulani mean?
17531400	How many Earth years does Neptune orbit the sun?
14562400	What was the median household income in 2000?
1073200	According to Michelin, about how many fine dining restaurants exist in New York?
1070032	New York is home to how many fine dining restaurants as stated by Michelin?
16283000	Name one outher country with defined national or regional target?
17243600	List several biographies that influenced Gaddafi.
14583800	How big is Midtown's population?
11631300	Are public displays allowed for the celebration of religion in Myanmar ?
12071400	At which cathedral is the pointed arch used to match the heights of transverse and diagonal vaults?
14830200	How many colleges does Oklahoma have in the Big 12?
10160500	How many North Korean prisoners of war were held by UN forces?
18361700	Element used to provide support to the original signal are called?
10164000	Whose retreat during the Korean war was the longest in the history of the US Army?
12372400	Who developed the first mnotor capable of being used for machinery?
622600	What iPod feature allowed for USB connections with the device?
620026	Which connector was required to connect using USB?
19902600	What is a popular tabloid magazine in Namibia?
17242000	Describe Gaddafi's parents' educational backgrounds.
17313800	About what percentage of the Libyan population was unemployed in 2011?
11893000	what does the western coastline look like
11832700	Where did the festival in Barbados originate from?
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
11391400	Whose music had been the subject of a lot of scrutiny?
10413400	What was the name of EIC military company?
13983700	What disc format was the least fragile prior to 1919?
17683200	What year was the Grace Memorial Bridge built?
671800	What did Apple launch on November 14, 2003?
670018	What was launched by Apple on November 14, 2003?
12403800	List two alternatives to rotary stepper motors in printer applications.
18361700	Element used to provide support to the original signal are called?
14423700	A single device can provide an audio device function such as?
14352400	Name its northwestern coastal area.
12681300	Who was the Prime Minister of the British Government in 1853?
11863100	Can pesticides have a serious effect on people?
19133500	How many Japanese merchant ships did Allied submarines sink during the war?
14241100	Whose name is on the gate-house fronting School Yard?
13953900	Define lectio brevior""
13361400	Approximately what percentage of active TB cases affect the lungs?
73800	Beyoncé is a descendant of which Acadian leader?
70038	Which Acadian leader was an ancestor of Beyonce?
14352600	Which province is this capital in?
12872000	Why did the plane have to land twice before reaching Bermuda?
16862000	Which Pali District temple is dedicated to Lord Adinath?
14593000	Which District Court is Detroit home to?
12593400	Does Triangle Transit have a van service?
14371800	Which form of government did Galicia start using in 1975
10992400	Does Florida benefit from taxes
18911800	Would the new top division have commerical independence from the Football Association as well as the Football League?
11012100	Which Queen song ranked as the 31st greatest guitar song in a 1998 Rolling Stone article?
16413300	Where did a lot of Germans settle?
2842700	In degrees Celsius, what was the coldest temperature recorded at Plymouth between 1971 and 2000?
2840027	Between 1971 and 2000, what was the lowest temperature recorded, in degrees celsius in Plymouth?
13751600	In what fields has Darwin's theory of evolution become particularly essential?
12783500	What method did Avicenna criticize as not leading to absolute certainty?
11940500	What led to Yale's Grievance Board and the Yale Women's Center?
16760100	Has public school enrollment dropped or increased in the last 5 years?
14292200	What is Atkin's Hall?
14400300	What is the main chemical that causes emeralds to be green?
10401700	what wars was a result of the competitive nature of the mulitple trading companies in the 17th and 18th centuries?
13960900	Is textual criticism immune to bias on the part of the critic?
16920800	What is 'haecceity'?
15852300	During which process did our current idea of race come about?
662200	What was Apple's highest quarterly profit as of Q1 2008?
660022	What was Apple's highest quarterly profit as of first quearter of  2008?
17653600	What was the British hoping to inspire by their attack on Charles Town?
10951000	Which court ruled on the patent case Davoll et al. v. Brown?
15932400	What was the date of the St. Bartholomew's Day massacre?
13370100	What does the M. tuberculosis bacterium have that protects it from being affected by toxins?
16232000	What is the primary concern for the software specialist and auditors?
13481800	What place did Chasetown come in?
14212200	According to Humbert, what is all that God regards?
13492500	In what year did the French reach Alsace?
11080700	Many Presbyterian churches in America have adopted this doctrine as their standard, what is it?
15560700	Who does the government have to explain their actions to?
1212500	What kind of equipment can improve system performance?
1210025	Name the equipments which can improve system performance?
17532400	What ices" makes up Neptune? "
16614000	What group did Hayek form with three other people?
11663200	What is the rate of interreligious marriage in the United Kingdom?
17473300	What feature did the safety elevator display?
11321500	Are the vacuoles of plant cells larger or smaller than animal cells?
10411400	What country was the home to the Industrial Revolution?
18810900	Is ultramicrobacteria is well examined?
12403800	List two alternatives to rotary stepper motors in printer applications.
18982600	What does the green colour of Malachite on the Golden Boot represent?
13453700	Do I need a stadium to compete?
1220700	What was the average speed of a winning solar powered car by 2007?
1220007	Give the average speed of 2007 winning solar powered car?
19791200	To what agreement has Tuvalu committed?
11142900	Give an example of an animal that will travel several miles in a single day.
11790500	With whom was a complaint lodged alleging breach of guidelines in accuracy after the incident involving Queen Elizabeth II?
10442900	Name the largest country in Southeast Asia.
15860300	How might some groups have resulted, according to the ideology?
17540700	Who predicted Neptune's place and convinced astronomer's to search for it?
19651500	Name one airport that offers inter-terminal transportation.
14722900	What are 'friendlies' to honor a player usually called in the UK?
14423700	A single device can provide an audio device function such as?
12022900	For the past few years, what effects has the city Ann Arbor grappled with?
1032300	Which one of the world's largest chocolate makers is stationed in Manhattan?
1030023	Manhattan is home to which of the world's largest chocolate makers?
13561900	Has these dangers caused and increase or decrease in child labour with drug cartels?
16421800	Give one example of energy transformation.
10451800	Of the Southeast Asian countries, which country has  the largest economy?
12403800	List two alternatives to rotary stepper motors in printer applications.
17453300	Which Spielberg films are examples of a childlike sense of wonder?
12844000	Travel from Portugal to Bermuda would be in which direction?
15690900	Which of Popper's works criticized the idea that history has an inexorable developmental path?
10513300	Name a popular series of boxing films?
16761700	Name a Jewish newspaper?
12663500	Russian troops took over which provinces first?
1213800	In what century were the first modern greenhouses constructed?
1210038	The first modern greenhouses were first constructed in which century?
15100700	What type of drugs can impair the judgement of time?
16923100	In what century did Hegel write?
17971700	What interrupted the use of the wuzhu coin during the reign of Wang Mang?
12422500	What Empire did the entire region of Modern-day Switzerland become part of in the 6th century?
11030200	What was the final track on Queen's The Game?
10071300	What company purchased the  Cubs in 1981?
15931600	What helped establish a successful defense in the Siege of Paris?
17623000	Do American Hispanics speak English in the home?
14103100	What are other schools regarded as within Hindu philosophy?
16691200	What determination of the study of law was held to much debate?
630900	What can A/V cables be used to connect the iPod to?
630009	What can be connected to iPods using A/V cables?
17831100	What was inflicting heavy losses and increasing the air war designed to do?
19383300	In Iran, who has the final say in all matters directly related to the Supreme Leader?
14873000	What is the archaeological period of the Mauryan Empire?
15301400	What excuse did Kolingba use to deny the election results?
17242400	Was Gaddafi's education free?
16441800	Why is a loss of energy difficult to measure by weight?
12592500	Does Raleigh have alternate high schools?
18200900	In what era were there many socio-technological trends?
12403800	List two alternatives to rotary stepper motors in printer applications.
17581300	Besides using 3kV DC what other power type is used in the former Soviet Union countries?
1253500	Who conquered Tansaxania?
1250035	Which dynasty conquered Tansaxania?
17290100	Who was the founder of Three Worlds Theory?
11570600	Have any other countries ever established a foot hole in Burma?
13482500	Has the final been played by a two clubs outside of the top divisions?
16421800	Give one example of energy transformation.
12673000	In exchange for helping Austria, Russia wanted to be freely able to handle any issues they had with who?
16130800	Does the Liberal Party of Australia consider itself socialist or anti-socialist?
12683600	Who was concerned with Russia  capturing Constantinople?
11060200	Which producer influenced Queen's feedback heavy sound?
13953900	Define lectio brevior""
13163100	Who edited the first paper about nuclear fission?
2793600	How many children did Schwarzenegger and Shriver have together?
2790036	Mention the number of children Schwarzenegger and Shriver have together
12453300	In Army XXI, how many are active in periodic army training?
12591100	How many sites are throughout Raleigh?
11880700	How could someone learn more about how to safely use and handle an unknow pesticide?
12952200	In 2014 rankings, how bad was Nigeria's corruption ranking?
17484000	How is the propulsion powered in a climbing elevator?
10442500	The western colonies were invaded by whom during World War II?
13543100	Children were employed in the home, factories and were else in the 20th century?
17590700	Why some lines of Paris Metro have to operate on a four-rail system?
14711800	How was Christianity used by some Tibetan monarchs?
13481700	How many teams competed that year?
1261700	What did this cause when the expelled parties were replaced?
1260017	The replacement of expelled parties had what effect?
10173900	What mistake did MacArthur make regarding the 38th parallel?
13483800	Has a woman ever broadcast a match?
18254000	What does Darwinism promote?
11861900	Why have DDTs been banned in some areas?
18952300	How many games did BT show in 2013-16?
17262200	List the two names of Gaddafi's coup.
12652900	A characteristic of the cycle other than fat storage is a continuously high stimulation of what?
14143700	What are some examples of dominant party systems?
11493900	The National Gallery was established in 1824 to accommodate and display what items?
11852200	How many years in prison can someone expect for being violent during the fun and games?
1163400	What major award did the book receive in 1961?
1160034	What is the name of the award did the book receive in 1961?
13480800	Does the media showcase giant killers?
14060600	What were issues facing play back and recording mechanics?
12121700	What was the essential piece Cubist architects explained in their theoretical rules?
14132200	Name a nation that has a one-party political system.
17821800	What was primarily damaged in the attacks?
18240100	What is Newton Natural philosophy?
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
14333200	What did the court reject in 1994?
16583300	What materials were used to build the wall around Jericho?
15582200	In 1925, what rule did Estonia create that was unique in Europe?
91500	When did Destiny's Child announce their hiatus?
90015	On what date did Destiny's Child announce their hiatus?
16141600	Was Gorton impeached, voted out, or did he resign?
17230100	Describe the Popular Revolution.
15622400	Where does Alaska rank in population comparative to other US states?
11140700	If the prey is not killed the predator-prey interaction is called?
18903700	When did the downward trend of the English Football start to turn around?
17020700	When did cotton first become a large-scale agricultural product in Tennessee?
16192100	When had most samurai wives learned to read?
10193200	When WAS the Shell" Transport and Trading Company founded?"
14051900	Whom found Wente-style condenser microphones helpful?
19980600	When does promotion from major to lieutenant colonel in the USAF typically occur?
41100	In which location do students of the School of Architecture of Notre Dame spend their 3rd year?
40011	Where do students of the School of Architecture of Notre Dame spend their 3rd year?
16312400	Has the level of crime in Palermo risen or declined?
13953900	Define lectio brevior""
16754000	Has violent crime rate fallen or risen in the last 10 years?
18920500	In which years were the first season?
12123100	Which two American poets have recently created new traslations of Reverdy's work?
17031300	Which two eastern Tennessee congressional districts have the longest track record of favoring Republican candidates?
15380300	Were EditDroid discs single or multi-sided?
13053600	Which group of people were considered inferior?
17732500	Which British law forbade cars from following a bearer of a red flag as a warning to horse drawn vehicles?
12403800	List two alternatives to rotary stepper motors in printer applications.
2400400	What process signals the need for the prime minister to resign in Australia?
2400004	Name the process that signals the need for the prime minister to resign in Australia.
11773500	What emotion did many people feel over The Sun's coverage of Hillsborough?
12403800	List two alternatives to rotary stepper motors in printer applications.
13212000	Of the five countries with the greatest use of Czech, which country had the lowest percent of use?
12531500	What are the two top types of NPOs?
10883500	What is the stated mission of BYU?
18661700	What was the name of the deal in which Arizona was bought?
18901900	Is the Premier League the most watched football league in the world?
19131200	What percent did submarines make up in the US Navy fighting Japan?
10171500	What did the PVA and KPA gain by using the tactics during the Third Phase Offensive
19332100	What are the two main things differentiating Sunni and Shia?
663700	Aside from recreational use, in what other arena have iPods found use?
660037	Aside from recreation use, what other sector uses iPods?
19360900	Which Arab Caliphate defeated Iran first?
11142100	Give an example of a predator that specializes in eating autotrophic species
10691800	What year did BBC reveal that Germany is the most positive influence in the world?
19070300	Were slave masters allowed to free their slaves in the Roman Republic?
16650700	Whose 1980 book mentions informal" economics?"
14073900	Had vinyl technology ceased expanding?
10733500	Are all of New Haven's smaller stream active through all four seasons?
10400800	Name the wars that was caused by the intense competition between the EIC and Dutch East India Company
11552200	What is a pretrial deposition?
16170400	What did Bushido transcend?
1052400	How many students are in New York City public schools?
1050024	Estimate the student population in NYC public schools.
19093200	Where was the first Nationalist victory?
13053000	How many days did it take for the Romanians give into the Soviets requests?
17493400	During independant service mode how is a single cab in a hall kept from being used?
16011600	How many passengers did Paris see in 2014?
18903200	Had the Football League First Division ever been in the top level?
17230400	Describe the Popular Revolution.
10593800	How many days of the year in 1991 was the air pollution a serious health risk?
10323900	How much did internet usage increase in one year?
15942300	How many people marched on January 11 against terrorism?
13733200	How did Darwin view Vestiges in the introduction to On the Origin of Species?
1810600	What contestant was removed from the competition for concealing legal troubles?
1810006	Name the contestant who hid his/her legal troubles which led to his/her removal from the show ?
13851200	What Psalm gives the words of Jesus on the cross?
12762800	What Islamic denomination was Avicenna thought to be a member of?
17783600	Who was given the name Blitz Scouts?
16332700	Zinc oxide is believed to be mentioned in what ancient text?
16483000	What factor caused inflation in the Ottoman empire?
15582300	How many minorities were granted cultural autonomies?
17581500	What does the railway system of US use DC or AC?
15083500	What does Augustine call time in Confessions 11.26?
15402400	What kind of things can annelids' sensors detect?
17500500	What actions must a firefighter take to activate Phase-two mode?
73900	Beyoncé was raised in what religion?
70039	Which religion did Beyonce brought up in?
18953800	Which network is the main live broadcaster of Premier League in Australia?
17713500	What did turkey red get its color from?
13293400	What type of changes in the light a hot object emits as the object's temperature changes?
10903400	Other than at the check-out lanes at the front of a store, where may customers check out?
15061600	He published changes that resulted in what?
13831300	What part of Jesus' life is detailed in these gospels?
11790700	The Philippines stopped celebrating Carnival after what year?
11142200	Give an example of an animal that feeds off of other animals for reproduction?
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
14241100	Whose name is on the gate-house fronting School Yard?
2842800	In what month and year did Plymouth see its lowest temperature between 1971 and 2000?
2840028	When was Plymouth's lowest temperature between 1971 and 2000 recorded?
17631900	Are there studies on Hispanic-American language?
11632800	Have these cultures developed on there own over time ?
18753700	Which Dashnak groups helped protect Armenian citizens?
13543700	Does child labour exist in the 21st century?
13501200	Who entered Alsace just two weeks after they declared independence?
18913600	Was there a change in the competition format after the Premier League was formed?
14341100	What is a bicameral legislature?
12313400	What catholic document compares the Catholic church to the body of Christ?
17891000	An infinite sea of particles with negative energy  was a model propesed by whom?
15412200	What do annelids' larvae live like?
82100	When did Beyoncé begin to manage the girl group?
80021	In what year did Beyoncé begin to manage the girl group?
11480800	When did the single cable car operating in London begin service?
16440700	Name an example of a heavy isotope?
10422900	in 1803 was act of parliament supported by  EIC?
17631600	Does Washington (government) operate in both languages (bilingual-Spanish?)
13020300	When did von NEumann establish mean square ratio?
13343000	When was Smartzone rolled out to customers?
10980500	Were the Spanish able to police the backwoods settlements
17571200	When did a spacecraft get closest to Neptune?
18472400	When did railway expansion in Hyderabad occur?
17433500	Which studios produced Spielberg's 'War of the Worlds'?
2851000	What organization known as the MBA is based in Plymouth?
2850010	What is the full form of MBA, an organization based in Plymouth?
16350100	What consumable product is zinc included in?
18853500	What would we call a printed circuit board with embedded electronics, abbreviated PCA?
19443600	What types of media give the people of Ireland information about what is going on in Britain?
13953900	Define lectio brevior""
18213200	What dispatched of The Dutch East India Company and the British East India Company?
15472900	What did the Bush administration describe as heroic?
10023900	What used to be considered an art, back in the day?
12053600	What was the name of the building style that resulted from the use of brick?
14991400	What was the policy meant to contain communism in the middle east?
11330400	How can two different plants acquire the same traits?
2752700	What country was Schwarzenegger born in?
2750027	What is the birth country of Schwarzenegger?
17092000	What institution memorializes great Canadian football achievements?
11372300	Which award the the album win?
17761400	Why did Hitler feel the Luftwaffe was unsuccessful in bombing raids?
16760400	Have grad rates fallen or increased in the last years?
18623600	Name three DBMSs that have been used since the 1970s.
10663800	What two countries emerged as competitors after the Congress of Vienna?
15381200	Which commercial company was LaserStack's most successful distributor?
13262100	Do tidewater glaciers calve above or below sea level?
14881500	In the middle o what century did the Kushan empire begin?
11750500	What journalist did The Daily Mirror wrest from The Sun?
1220800	What are some other similar car races that use solar powered vehicles?
1220008	Name other car races which use solar powered vehicles
11570600	Have any other countries ever established a foot hole in Burma?
12961700	What hapend when Frankish rulers established the system of feudalism
13480700	Does giant killing happen often?
11583100	Have the changes in Burmese law been of benefit to the country in international views ?
17262200	List the two names of Gaddafi's coup.
16942800	Even though Kierkegaard does not believe in the possibility of an existential system of reality, what sort of system can exist?
18172600	What is an additional use of the transistor?
19513000	Movement For democracy in Liberia requested the extradition of whom",Taylor from Nigeria"
13953900	Define lectio brevior""
12330900	In what year did the Catholic church begin diplomatic relations with the Lutheran church?
32800	How many books are housed at the Theodore Hesburgh Library?
30028	Give the number of books housed at the Theodore Hesburgh Library
15030600	How did Nasser die?
11420800	How many universities are located in London?
16872600	How many square miles is Guam?
17093400	Which style of North American football changed the rules of their game the most from their earliest versions?
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
11690600	Waht country has the largest area of GM cotton on Earth?
13880300	After digging how many meters is one sure to reach running water in Miami?
19631600	How must machine translations be transformed by a human?
17321400	About how many governments recognized the legitimacy of the NTC at a meeting on July 15, 2011?
15651500	How high can the cost of transport be in some remote areas?
2760900	How old was Schwarzenegger when he started hoping he'd move to America?
2760009	What was the age of Schwarzenegger when he started hoping to move to America?
17243600	List several biographies that influenced Gaddafi.
11413500	How many top 10 singles on the Hot 100 does Madonna have?
16741000	How many baby's were there in 2013?
10852300	Where was Brigham  Young's school originally believed to be located?
11453700	How high does the Shard London Bridge rise?
11570600	Have any other countries ever established a foot hole in Burma?
10413800	in 1838 about how many tone of  Opium was smuggled in to China per year?
13953200	Do textual critics always include additions found in the majority of subsequent versions of a work?
14353800	Which two minerals found in abundance in Galicia were used during Bronze Age?
12403800	List two alternatives to rotary stepper motors in printer applications.
682700	At the time of release which episode of the Legend of Zelda series was considered the greatest entry?
680027	Which episode of the Legend of Zelda series was considered the greatest entry at the time of its release?
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
11202400	Which empire was the largest in history, at its height?
14344000	Does England have its own Parliament?
15390800	Were VSDs or CD-Vs all digital and also playable on DVD players?
19450200	In which hemisphere do the rugby playing countries meet once every four years?
18041800	Is the seafaring business still of any relevancy to the Greek economy ?
16790500	Which wound allowed Kerry to leave combat duty?
17023700	Which crops grown in West Tennessee had required a great deal of slave labor?
18763300	The Soviet Union gained control over which city following the Treaty of Kars?
19500800	Baroque style was mostly used for which buildings?
1032400	As of 2013, how many people worked for a securities business in New York?
1030024	What is the work force strength in New York's security business as of 2013?
10820200	Segments of the Farmington Canal is also part of which bicycle trail?
15580600	How much money did Estonia receive from European Union Structural Funds between 2007 and 2013?
17962000	When did Emperor Ming of Han's reign end?
17242000	Describe Gaddafi's parents' educational backgrounds.
14452300	When did the USB Promoters Group announce the finalization of the USB Power Delivery specification?
11142500	Do grazing organisms often kill their prey?
17262200	List the two names of Gaddafi's coup.
17602600	How can electric power plant become more power efficient?
17520700	How does it produce the panoramic effects?
14641900	How many many cheetah's are left in the wild?
1153100	Which character is chastised in the book for marrying a black woman?
1150031	In the book, for marrying a black woman which character is whoped?
11040500	Which music video contains the last footage of Freddie Mercury?
17262200	List the two names of Gaddafi's coup.
14811900	What major theater groups are in Oklahoma City?
17391700	Name one of the individuals considered the founding fathers of modern Cypriot art.
10893900	Which Nobel Prize winner graduated from BYU?
11581400	Were there any refuges that resulted from the Burmese conflict in 2015?
17243600	List several biographies that influenced Gaddafi.
10181300	Was there a cease fire during the talks?
12641300	On which channel are committee meetings often shown?
17391800	Name the other individual considered the founding fathers of modern Cypriot art.
1040600	On what island is Cornell Tech located?
1040006	Name the island on which Cornell Tech is situated.
13460600	Has any other  country been allowed to enter the competition since?
14093000	On what day is TCM Underground shown?
11142200	Give an example of an animal that feeds off of other animals for reproduction?
14891700	What portion of India did the Chalukya Empire rule?
16301100	Why did the Sicilian Wars end?
13111200	What is an application of varactors?
15824000	Eusocial insects provide food for their offspring full-time or part-time?
17333200	What sort of virus did Gaddafi describe HIV as?
10921400	Currently, what department store is most popular in Canada?
10571800	What happened to the dikes the Aztecs built?
1163300	When did Harper Lee begin refusing interviews and questions about the book?
1160033	At what time Harper Lee started refusing interviews and questions about the book?
13353300	In issuing the grade, the Corporate Library found that a third of Comcast's board was how old?
14431800	Since when can most computers boot from USB mass storage devices?
13741300	Why did Huxley coin the name Darwinism?""
14073900	Had vinyl technology ceased expanding?
12562800	When did blacks lose the right to vote?
11093300	When was Conservative Presbyterian Church formed?
12541000	Are the state requirements to be tax exempt the same as the Federal requirements?
13640500	When was the battle of Gettysburg?
11643800	When did the Babylonian exile end?
19070300	Were slave masters allowed to free their slaves in the Roman Republic?
1253600	When did the Samanid Empire rule the land?
1250036	Between which years Samanid Empire rule the land?
17242000	Describe Gaddafi's parents' educational backgrounds.
15501400	When was the DHS created?
11791100	The term Carnival is very common in areas with a large presence of which religious sect?
17992900	Where are Greek States believed to have been settled ?
13552300	Were young apprentices hired for pay?
16743600	Name Philidelphia's largest park?
18642500	What makes a successful data model?
11323300	How are grouping determined currently?
17612900	Was California a bilingual state?
19722300	When did the Satellaview end operation?
2793700	Who did Schwarzenegger reportedly begin dating shortly after his separation?
2790037	Which person did Schwarzenegger reportedly begin dating shortly after his separation?
17950500	Who were considered to be below the social rank that scholars held?
18993900	Who lost access to the Mediterranean after numerous naval losses?
11570600	Have any other countries ever established a foot hole in Burma?
11393700	Who stated that Madonna's voice are key to her rock roots?
10042500	Who had the home field advantage in 1983?
13763700	Who took Yeltsin's side?
15560700	Who does the government have to explain their actions to?
14983900	To whom did Nasser authorize distribution of small arms?
19230300	Along with Hamilton Glass and El Kamino, who is a mural artist local to Richmond?
14251900	Are living houses and classrooms seperate or conjoined?
1040400	Along with Cornell University, what institution is involved in the building of Cornell Tech?
1040004	Cornell Tech was founded by Cornell University and which other institution?
17141500	Describe the command of the Duke ofBrunswich-Bevern.
15410800	What do annelids use jaws for?
11570600	Have any other countries ever established a foot hole in Burma?
11350900	When did Madonna have nude photos taken of her in New York?
13962800	Explain the process used by McKerrow as an alternative to the stemmaic method
13464000	Has the game ever fail to sell out?
13543700	Does child labour exist in the 21st century?
13700900	What caused Darwin to change his mind about the unbridgeable gap between animals and humans?
13472100	Is the cup engraved for the winner?
11921800	Who voted on An Act for Liberty to Erect a Collegiate School"?"
1261800	What happened in the Feb 2010 election?
1260018	Give the result of Feb 2010 election?
17213600	Which subject did Feynman and Carl both enjoy?
10211000	What happened in several countries in response to Shell's April 2010 announcement?
16880100	What is the name of the intricate system in Guam?
