,Unnamed: 0,class,question,sub_class,pos,ner
23,23,DESC,What 's the Olympic motto ?,desc,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
24,24,DESC,What is the origin of the name ` Scarlett ' ?,desc,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', 'PERSON', '', '']"
25,25,ENTY,What 's the second-most-used vowel in English ?,letter,"['PRON', 'VERB', 'DET', 'ADV', 'PUNCT', 'ADV', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', 'ORDINAL', '', '', '', '', '', '', 'LANGUAGE', '']"
26,26,HUM,Who was the inventor of silly putty ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
27,27,LOC,What is the highest waterfall in the United States ?,other,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'GPE', 'GPE', 'GPE', '']"
28,28,ENTY,Name a golf course in Myrtle Beach .,other,"['VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', 'GPE', '']"
29,29,LOC,Which two states enclose Chesapeake Bay ?,state,"['DET', 'NUM', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', 'CARDINAL', '', '', 'LOC', 'LOC', '']"
30,30,ABBR,What does the abbreviation AIDS stand for ?,exp,"['PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PUNCT']","['', '', '', '', '', '', '', '']"
31,31,ENTY,What does a spermologer collect ?,other,"['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
32,32,NUM,How many points make up a perfect fivepin bowling score ?,count,"['ADV', 'ADJ', 'NOUN', 'VERB', 'PART', 'DET', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
33,33,HUM,Which company that manufactures video-game hardware sells the `` super system '' ?,gr,"['DET', 'NOUN', 'DET', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'DET', 'PUNCT', 'PART', 'ADJ', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
34,34,NUM,How many Community Chest cards are there in Monopoly ?,count,"['ADV', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT']","['', '', 'ORG', 'ORG', '', '', '', '', 'GPE', '']"
35,35,DESC,What do Mormons believe ?,desc,"['PRON', 'VERB', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '']"
36,36,NUM,When did the neanderthal man live ?,date,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '']"
37,37,ENTY,In what religion was Isis the nature goddess ?,religion,"['ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', 'PERSON', '', '', '', '']"
38,38,LOC,Where do the adventures of `` The Swiss Family Robinson '' take place ?,other,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
39,39,ENTY,What relative of the racoon is sometimes known as the cat-bear ?,animal,"['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
40,40,DESC,How can I register my website in Yahoo for free ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', 'GPE', '', '', '']"
41,41,ENTY,What was cash-conscious Colonel Edwin L. Drake the first to drill ?,other,"['PRON', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'DET', 'ADJ', 'PART', 'VERB', 'PUNCT']","['', '', '', '', '', '', 'PERSON', 'PERSON', 'PERSON', '', 'ORDINAL', '', '', '']"
42,42,NUM,How many people in the world speak French ?,count,"['ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'LANGUAGE', '']"
43,43,NUM,How many inches over six feet is the Venus de Milo ?,count,"['ADV', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'FAC', 'FAC', 'FAC', 'FAC', '']"
44,44,DESC,How do they find or choose witnesses to an execution ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
45,45,HUM,What 1920s cowboy star rode Tony the Wonder Horse ?,ind,"['PRON', 'NUM', 'VERB', 'NOUN', 'VERB', 'PROPN', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', 'DATE', '', '', '', 'PERSON', '', '', '', '']"
46,46,ENTY,What cocktail inspired John Doxat to write the book Stirred-Not Shaken ?,food,"['DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PART', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT', 'ADV', 'VERB', 'PUNCT']","['', '', '', 'PERSON', 'PERSON', '', '', '', '', 'FAC', 'FAC', 'FAC', 'FAC', '']"
47,47,HUM,What ISPs exist in the Caribbean ?,gr,"['PRON', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
48,48,DESC,How do you ask a total stranger out on a date ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
49,49,ENTY,What weapon is the mythological character Apollo most proficient with ?,other,"['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN', 'ADV', 'ADJ', 'ADP', 'PUNCT']","['', '', '', '', '', '', 'ORG', '', '', '', '']"
50,50,LOC,What country do the Galapagos Islands belong to ?,country,"['DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', '', '', '']"
51,51,DESC,What is ethology ?,def,"['PRON', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '']"
52,52,HUM,Who was the prophet of the Muslim people ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'NORP', '', '']"
53,53,DESC,Where did the term `` 86ed '' come from ?,desc,"['ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', '', 'ORDINAL', '', '', '', '']"
54,54,HUM,Who is Snoopy 's arch-enemy ?,ind,"['PRON', 'VERB', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['', '', 'ORG', '', '', '', '', '']"
55,55,DESC,What is the nature of learning ?,def,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
56,56,ENTY,What 's the only color Johnny Cash wears on stage ?,color,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', 'PERSON', 'PERSON', '', '', '', '']"
57,57,ENTY,What 's the term for a young fox ?,termeq,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
58,58,LOC,What U.S. state lived under six flags ?,state,"['PRON', 'PROPN', 'NOUN', 'VERB', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['', 'GPE', '', '', '', 'CARDINAL', '', '']"
59,59,DESC,What is the Kashmir issue ?,def,"['PRON', 'VERB', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '', '']"
60,60,LOC,Where is the Loop ?,other,"['ADV', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', 'ORG', '']"
61,61,DESC,What does `` extended definition '' mean and how would one write a paper on it ?,def,"['PRON', 'VERB', 'PUNCT', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'NUM', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
62,62,LOC,What country 's capital is Tirana ?,country,"['PRON', 'NOUN', 'PART', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', '']"
63,63,DESC,What is titanium ?,def,"['PRON', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '']"
64,64,HUM,Who do Herb and Tootsie live next door to ?,ind,"['PRON', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PUNCT']","['', '', 'NORP', '', 'PERSON', '', '', '', '', '']"
65,65,LOC,Which city has the oldest relationship as a sisterðcity with Los Angeles ?,city,"['DET', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', 'GPE', 'GPE', '']"
66,66,DESC,What is a caldera ?,def,"['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '']"
67,67,DESC,Why do people get calluses ?,reason,"['ADV', 'VERB', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
68,68,LOC,What are the names of the tourist attractions in Reims ?,other,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'GPE', '']"
69,69,DESC,What are Cushman and Wakefield known for ?,reason,"['PRON', 'VERB', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', 'NORP', '', 'GPE', '', '', '']"
70,70,LOC,What body of water does the Danube River flow into ?,other,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', '', '', '']"
71,71,HUM,Who is the founder of Scientology ?,ind,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '']"
72,72,ENTY,What does the six-footed Musca domestica become when it enters a house ?,other,"['PRON', 'VERB', 'DET', 'NUM', 'PUNCT', 'ADJ', 'PROPN', 'NOUN', 'VERB', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', 'CARDINAL', '', '', 'ORG', '', '', '', '', '', '', '', '']"
73,73,DESC,What is the history of skateboarding ?,desc,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT']","['', '', '', '', '', '', '']"
74,74,HUM,Who starred in Singing in the Rain and The Singing Nun ?,ind,"['PRON', 'VERB', 'ADP', 'PROPN', 'ADP', 'DET', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', '']"
75,75,DESC,How do I make fuel bricks from recycled newspaper ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
76,76,HUM,What 19th-century painter died in the Marquesas Islands ?,ind,"['DET', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', 'DATE', 'DATE', 'DATE', '', '', '', 'GPE', 'GPE', 'GPE', '']"
77,77,ENTY,The corpus callosum is in what part of the body ?,body,"['DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
78,78,DESC,How do I log on to home page at Headquarters U.S. European Command ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'PART', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
79,79,LOC,"What country did the Nazis occupy for 1 , CD NNS IN NNP NNP NNP .",country,"['PRON', 'NOUN', 'VERB', 'DET', 'PROPN', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'NORP', '', '', 'CARDINAL', '', '', 'ORG', '', 'ORG', 'ORG', 'ORG', '']"
80,80,ENTY,What is Nebraska 's most valuable resource ?,other,"['PRON', 'VERB', 'PROPN', 'PART', 'ADV', 'ADJ', 'NOUN', 'PUNCT']","['', '', 'ORG', '', '', '', '', '']"
81,81,NUM,How many species of the Great White shark are there ?,count,"['ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADV', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '', '', '', '']"
82,82,DESC,What is the origin of head lice ?,desc,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
83,83,LOC,What is the nickname for the state of Mississippi ?,state,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'GPE', '']"
84,84,ENTY,What was the first domesticated bird ?,animal,"['PRON', 'VERB', 'DET', 'ADJ', 'VERB', 'NOUN', 'PUNCT']","['', '', '', 'ORDINAL', '', '', '']"
85,85,NUM,How many villi are found in the small intestine ?,count,"['ADV', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
86,86,LOC,What country did King Wenceslas rule ?,country,"['PRON', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', 'PERSON', '', '']"
87,87,ENTY,What is a fear of shadows ?,dismed,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
88,88,HUM,Who were the five Marx brothers ?,ind,"['PRON', 'VERB', 'DET', 'NUM', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', 'CARDINAL', 'PERSON', '', '']"
89,89,NUM,In which year was New Zealand excluded from the ANZUS alliance ?,date,"['ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', 'DATE', 'DATE', '', 'GPE', 'GPE', '', '', '', 'ORG', '', '']"
90,90,NUM,When did CNN begin broadcasting ?,date,"['ADV', 'VERB', 'PROPN', 'VERB', 'VERB', 'PUNCT']","['', '', 'ORG', '', '', '']"
91,91,DESC,What causes the body to shiver in cold temperatures ?,reason,"['PRON', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
92,92,DESC,What are bear and bull markets ?,def,"['PRON', 'VERB', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
93,93,ENTY,What J.R.R. Tolkien book features Bilbo Baggins as the central character ?,cremat,"['PRON', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', 'PERSON', 'PERSON', '', '', 'PERSON', 'PERSON', '', '', '', '', '']"
94,94,DESC,What is `` dew point '' ?,def,"['PRON', 'VERB', 'PUNCT', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '']"
95,95,DESC,What is the meaning of Jesus ?,def,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PERSON', '']"
96,96,HUM,What company 's logo is a `` W '' in a circle ?,gr,"['PRON', 'NOUN', 'PART', 'NOUN', 'VERB', 'DET', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', '', '']"
97,97,DESC,What is the definition of a cascade ?,def,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '']"
98,98,NUM,When did Rococo painting and architecture flourish ?,date,"['ADV', 'VERB', 'PROPN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', 'PERSON', '', '', '', '', '']"
99,99,LOC,What country 's national passenger rail system is called Via ?,country,"['PRON', 'NOUN', 'PART', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'GPE', '']"
100,100,HUM,Who invented Make-up ?,ind,"['PRON', 'VERB', 'VERB', 'PUNCT', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
101,101,DESC,What is the origin of the word `` attic '' ?,desc,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADJ', 'PUNCT', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '']"
102,102,DESC,What did Delilah do to Samson 's hair ?,desc,"['PRON', 'VERB', 'PROPN', 'VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', 'PERSON', '', '', 'ORG', '', '', '']"
103,103,ENTY,What kind of animals were in the Paleozoic era ?,animal,"['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'GPE', '', '']"
104,104,HUM,Which of the following was Rhodes Scholar ?,ind,"['DET', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
105,105,HUM,Who comprised the now-defunct comic book team known as the Champions ?,ind,"['PRON', 'VERB', 'DET', 'ADV', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '', '', 'ORG', '']"
106,106,DESC,How do you make a paintball ?,manner,"['ADV', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '']"
107,107,LOC,What U.S. state is Fort Knox in ?,state,"['PRON', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'ADV', 'PUNCT']","['', 'GPE', '', '', 'PERSON', 'PERSON', '', '']"
108,108,ENTY,What is a female rabbit called ?,animal,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '']"
109,109,LOC,Where is the highest point in Japan ?,mount,"['ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'GPE', '']"
110,110,DESC,Where do chihuahuas come from ?,desc,"['ADV', 'VERB', 'VERB', 'VERB', 'ADP', 'PUNCT']","['', '', '', '', '', '']"
111,111,LOC,Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?,other,"['ADV', 'VERB', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'PROPN', 'PART', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT']","['', '', 'ORG', 'ORG', '', '', '', '', '', '', 'PERSON', '', '', '', '', '', 'PRODUCT', '', '', '', '']"
112,112,LOC,What are the world 's four oceans ?,other,"['PRON', 'VERB', 'DET', 'NOUN', 'PART', 'NUM', 'NOUN', 'PUNCT']","['', '', '', '', '', 'CARDINAL', '', '']"
113,113,ENTY,What 's the only work by Michelangelo that bears his signature ?,cremat,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'DET', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'PERSON', '', '', '', '', '']"
114,114,ENTY,What is the largest snake in the world ?,animal,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
115,115,ENTY,In what medium is Stuart Hamblen considered to be the first singing cowboy ?,cremat,"['ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', 'PERSON', 'PERSON', '', '', '', '', 'ORDINAL', '', '', '']"
